,Code,Description
1382,20416,Spirit Air Lines: NK
1383,20417,Comair Inc.: OH (1)
1384,20418,Chautauqua Airlines Inc.: RP
1385,20419,Aerolineas Nicaraguenses: RL (1)
1386,20420,UltrAir: RL
1387,20421,Sky King Inc.: SLQ
1388,20422,Sun Country Airlines d/b/a MN Airlines: SY
1389,20423,USA 3000 Airlines: U5
1390,20424,"Grand Canyon Airlines, Inc. d/b/a Grand Canyon Airlines d/b/a Scenic Airlines: YR"
1391,20425,Viscount Air Service Inc.: VIQ (1)
1392,20426,Vieques Air Link Inc.: VI
1393,20427,Piedmont Airlines: PT
1394,20428,Volga-Dnepr Airlines: VIQ
1395,20429,Aero Laguna S.A. De C.V.: AVQ
1396,20430,Aerodan S.A. De C.V.: AYQ
1397,20431,Aero Rentas De Coahuila S.A. De C.V.: BAQ
1398,20432,Aerotaxis De Aguascalientes S.A. De C.V.: BDQ
1399,20433,Servicios Aeronauticos Z S.A. De C.V.: BIQ
1400,20434,Taxirey S.A. De C.V.: BJQ
1401,20435,Frontier Airlines Inc. (1): FL (1)
1402,20436,Frontier Airlines Inc.: F9
1403,20437,AirTran Airways Corporation: FL
1404,20438,Air Club International: HB (1)
1405,20439,Homer Air: HB
1406,20440,Lineas Aereas Del Caribe: LC (1)
1407,20441,Legend Airlines: LC (2)
1408,20442,Varig Logistica S/A: LC
1409,20443,Island Air Service: 2O
1410,20444,Excel Airways: JN
1411,20445,"Commutair Aka Champlain Enterprises, Inc.: C5"
1412,20446,Aerotransportes Mas De Crga: M7
1413,20447,USA Jet Airlines Inc.: U7
1414,20448,Shuttle America Corp.: S5
1415,20449,Aero-Services-Corporate: WEQ
1416,20450,Omega Air Holdings d/b/a Focus Air: F2
1417,20451,Transmile Air Service: TH
1418,20452,Republic Airlines: YX
1419,20453,ABX Air Inc: ABX
1420,20454,"EOS Airlines, Inc.: E0"
1421,20455,Grant Aviation: GV
1422,20456,Air Foyle Limited: GS
1423,20500,GoJet Airlines LLC d/b/a United Express: G7
1424,20501,Morningstar Air Express: MOQ
1425,20502,MAXjet: MY
1426,21007,"Abaco Air, Ltd.: BZQ"
1427,21008,Challenge Air Luftverkehrs GmbH: CAQ
1428,21022,"PM Air, LLC: Z3"
1429,21029,Harris Air Services: HBQ
1430,21035,Tyrolean Jet Service: TIQ
1431,21036,"Executive Airlines, SL: EAQ"
1432,21040,Titan Airways: 02Q
1433,21059,TUI Airlines Nederland B.V.: OR
1434,21061,Aerounion Aerotransporte de Carga Union SA de CV: 6R
1435,21069,"Cargo 360, Inc.: GG"
1436,21070,Globespan Airways Limited d/b/a Flyglobespan: Y2
1437,21074,Arrow Panama: WAP
1438,21080,Tradewind Aviation: 04Q
1439,21084,LAN Argentina: 4M
1440,21089,US Helicopter Corporation: UH
1441,21094,"Comlux Aviation, AG: 05Q"
1442,21099,"NetJets Transportes Aereos, S.A.: NJE"
1443,21107,Etihad Airways: EY
1444,21111,"Pacific Airways, Inc.: 3F"
1445,21116,Flyjet Limited d/b/a Silverjet: Y7
1446,21117,"TravelspanGT, Inc. S.A.: 9T"
1447,21118,Zeal 320: 37
1448,21121,Elysair d/b/a L'Avion: A0
1449,21126,ANA & JP Express Co. Ltd.: 9N
1450,21131,VistaJet Luftfahrtunternehmen GmbH: VSA
1451,21132,Master Top Linhas Aereas Ltd.: 06Q
1452,21134,JetClub AG: 0J
1453,21136,Flair Airlines Ltd.: 07Q
1454,21142,"Avior Airlines, C.A.: 9V"
1455,21147,Flying Service N.V.: 0Q
1456,21148,"Master Top Linhas Aereas, Ltda.: Q4"
1457,21158,"Global Jet Austria, GmbH: IGA"
1458,21160,"Global Jet Luxembourg, Sa: SVW"
1459,21161,"Swift Air, LLC: 09Q"
1460,21167,Compass Airlines: CP
1461,21171,Virgin America: VX
1462,21177,"Skybus Airlines, Inc.: SX"
1463,21181,"Skyservice Airlines, Inc.: 5G"
1464,21186,DCA: 0BQ
1465,21192,Eurofly S.p.A: GJ
1466,21196,ACM AIR CHARTER GmbH: 0CQ
1467,21201,Jade Cargo International: JI
1468,21202,CAT Aviation: CAZ
1469,21205,"Inter Island Airways, d/b/a Inter Island Air: 0GQ"
1470,21212,Polar Airlines de Mexico d/b/a Nova Air: 0HQ
1471,21217,Lynx Aviation d/b/a Frontier Airlines: L3
1472,21221,Vladivostok Air: XF
1473,21226,"Porter Airlines, Inc.: PD"
1474,21231,Sunwing Airlines Inc.: WG
1475,21236,Vision Airlines: 0JQ
1476,21242,"Mokulele Flight Services, Inc.: MW"
1477,21247,Star Air A/S: S6
1478,21248,"Metropix UK, LLP.: 0LQ"
1479,21253,"Multi-Aero, Inc. d/b/a Air Choice One: 0MQ"
1480,21258,"Santa Barbara Airlines, C.A: S3"
1481,21261,Jet Airways (India) Limited: 9W
1482,21262,Qatar Airways (Q.C.S.C): QR
1483,21266,Yangtze River Express Airlines Company: Y8
1484,21271,Hainan Airlines Company Limited: HU
1485,21281,JetAlliance Flugbetriebs d/b/a JAF Airservice: JAG
1486,21287,Open Skies: 0OQ
1487,21294,Aeromexico Travel: TRA
1488,21302,Pan American World Airways Dominicana: 7Q
1489,21306,TAG Aviation S.A.: FP
1490,21308,TAG Aviation (UK) Ltd.: 0QQ
1491,21309,TAG Aviation Espana S.L.: 0RQ
1492,21312,"Air Greco, Inc., d/b/a Wings Air: WV"
1493,21317,"Corporatejets, XXI: 0TQ"
1494,21323,Aerosur: 5L
1495,21326,Great Wall Airlines Company Limited: IJ
1496,21331,"Comlux Malta, Ltd.: 0UQ"
1497,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus: VB"
1498,21346,Ocean Sky (UK) Limited: 0VQ
1499,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris): Y4
1500,21352,Avjet Corporation: 0WQ
1501,21356,Jetstar Airways Pty Limited: JQ
1502,21361,Air Berlin PLC and CO: AB
1503,21366,XL Airways France: SE
1504,21373,Aeroservices Executive: BES
1505,21376,Lan Colombia: L7
1506,21382,Comlux Malta Ltd.: 0YQ
1507,21386,Air Excursions LLC: X4
1508,21395,Virgin Blue International Airlines t/a V Australia: VA
1509,21402,"Prescott Support Company, Inc.: PM"
1510,21406,Acropolis Aviation Ltd.: CRV
1511,21407,Swiss Air Ambulance: 10Q
1512,21411,Insel Air International B V: 7I
1513,21416,Jin Air Co Ltd.: LJ
1514,21421,Jet Aviation Business Jets AG: PP
1515,21423,Unijet: 12Q
1516,21427,AeroLogic GmbH: 3S
1517,21433,Meridiana S.p.A: IG
1518,21434,Corsair International: SS
1519,21437,Chartright Air Inc.: 13Q
1520,21438,Hapag-Lloyd Executive GmbH: EXC
1521,21439,London Air Services Limited: 14Q
1522,21440,Air Alsie A/S: 15Q
1523,21447,Albinati Aeronautics SA: 17Q
1524,21452,Skymark Airlines Inc.: BC
1525,21463,Aerovias de Intergracian Regional: 4C
1526,21467,Arik Air International: W3
1527,21477,Via Airlines d/b/a Charter Air Transport: 1AQ
1528,21487,AirBridgeCargo Airlines Limited: RU
1529,21492,"Dynamic Airways, LLC: 1BQ"
1530,21503,Island Airlines LLC: 1DQ
1531,21507,Aerolineas Galapagos S A Aerogal: 2K
1532,21512,"Travel Service, a.s.: QS"
1533,21518,"KaiserAir, Inc.: 1EQ"
1534,21522,Alsek Air: 1FQ
1535,21528,Transportes Aeromar S.A de C.V: VW
1536,21532,Air Finland Ltd.: OF
1537,21548,International Jet Management GmbH: 1HQ
1538,21549,Jet link AG: 1IQ
1539,21552,TUI Airlines Belgium N.V. d/b/a Jetairfly: TB
1540,21557,Sichuan Airlines Co Ltd.: 3U
1541,21562,Exec Direct Aviation Services Limited: 1JQ
1542,21567,Brussels Airlines N.V.: SN
1543,21568,VistaJet Limited: VJT
1544,21569,Lauda Motion GmbH: LDM
1545,21570,Star Marianas Air Inc.: 1SQ
1546,21573,Bertelsmann Aviation GmbH: 1LQ
1547,21574,Air Company Yakutia: R3
1548,21577,Rhoades Aviation dba Transair: 1TQ
1549,21578,ABC Aerolineas SA de CV dba Interjet: 4O
1550,21579,Norwegian Air Shuttle ASA: DY
1551,21580,Cargolux Italia SpA: C8
1552,21582,"Reeve Air Alaska, LLC: RVQ"
1553,21587,Tame Linea Aerea del Ecuador Tme EP: EQ
1554,21589,Twin Cities Air Service LLC: 1MQ
1555,21590,Gainjet Aviation SA: 1UQ
1556,21592,Jeju Air Co Ltd.: 7C
1557,21594,Scott Air LLC dba Island Air Express: I4
1558,21596,Ultimate JetCharters LLC dba Ultimate Air Shuttle: 1WQ
1559,21597,JSC The 224th Flight Unit State Airlines: 1NQ
1560,21598,WOW Air ehf: WW
1561,21599,Boutique Air: 4B
1562,21601,Dassault Falcon Service: 1XQ
1563,21605,VRG Linhas Aereas S A: G3
1564,21607,Fly Jamaica Airways Limited: OJ
1565,21608,Ukraine International Airlines: PS
1566,21610,Air Canada rouge LP: RV
1567,21611,Sky Regional Airlines Inc.: RS
1568,21613,Makani Kai Air Charters: 1PQ
1569,21614,City Wings Inc dba Seaflight: 1QQ
1570,21615,"Air Charter, Inc d/b/a Air Flamenco: 1YQ"
1571,21618,Sun Air Express LLC dba Sun Air International: 1RQ
1572,21623,SkyBahamas Airlines Ltd.: Q7
1573,21624,Jet2.com: LS
1574,21626,Dreamjet SAS Dba La Compagnie: B0
1575,21629,Western Global: KD
1576,21630,Comlux Aruba NV: 1ZQ
1577,21631,Orange Air: 20Q
1578,21634,Aloha Air Cargo: KH
1579,21635,Corporate Flight Management Inc.d/b/a Crystal Luxury Air: 21Q
1580,21636,Gem Air LLC: 22Q
1581,21638,Azul Linhas Aereas Brazileiras S A: AD
1582,21645,Songbird Airways Inc.: 23Q
1583,21646,Blue Jet SP Z o o: 24Q
1584,21648,SkyGreece Airlines S A: GW
1585,21649,Mjet GmbH: 25Q
1586,21650,Eastern Airlines Group Inc.: EE
1587,21651,Albinati aviation Limited: 26Q
1588,21652,"Jet Aviation Flight Services, Inc.: 27Q"
1589,21653,Menagerie Enterprises Inc d/b/a Monarch Air: 28Q
1590,21655,Erickson Helicopters: 29Q
1591,21656,ABS JETS A.S: 2AQ
1592,21657,Air Asia X Berhad dba Airasia X: D7
1593,21659,Air Busan: BX
1594,21660,Air Medical Ltd.: 2BQ
1595,21667,Oceanair Linhas Aereas S A: O6
1596,21668,Altius Aviation LLC: 2CQ
1597,21669,Aviation Partners of Boynton Beach LLC d/b/a Hummingbird Air: 2DQ
1598,21670,Fast Colombia SAS d/b/a Viva Colombia: FC
1599,21672,Inselair Aruba NV: 8I
1600,21673,"J&M Alaska Air Tours, Inc. d/b/a Alaska Air Transit: 2EQ"
1601,21674,Compagnie Aerienne Inter Regionale Express dba Air Antilles Express & Air Guyane: 3SD
1602,21677,Cebu Air Inc d/b/a Cebu Pacific Air: 5J
1603,21692,Azerbaijan Airlines CJSC: J2
1604,21693,Cavok Air LLC: 2GQ
1605,21694,Silk Way West Airlines: 7L
1606,21697,Orenburg Airlines: R2
1607,21702,WestJet Encore Ltd.: WR
1608,21707,Hong Kong Airlines Limited: HX
1609,21712,Elite Airways LLC: 2HQ
